Year,Open,High,Low,Close,Day
2022.468493,84.33,85.43,83.54,84.73,533
2022.465753,83.5,85.33,82.9,84,532
2022.457534,82.9,84.18,81.8,82.37,529
2022.454795,86.2,86.9,82.15,83,528
2022.452055,83.76,86.98,83.16,86.2,527
2022.449315,81.82,84.5,81.25,84.15,526
2022.446575,82.1,82.24,79.81,81.54,525
2022.438356,81.09,82.8,80.15,81.86,522
2022.435616,80.25,82.2,79.41,81.01,521
2022.432877,80.92,81.98,79.1,79.81,520
2022.430137,82.25,82.93,80.63,81.31,519
2022.427397,87.21,87.21,81.23,81.43,518
2022.419178,86.34,87.33,85.99,86.87,515
2022.416438,86.15,88.64,85.62,86.34,514
2022.413699,84.22,87.64,83.81,86.08,513
2022.410959,84,85,83.5,84.02,512
2022.408219,84.36,85.05,83.09,83.97,511
2022.4,84.87,85.33,83.45,84.2,508
2022.39726,81.15,85.21,81.11,84.76,507
2022.394521,80.84,82.63,80.29,81.4,506
2022.391781,78.12,82.66,77.38,81.32,505
2022.389041,80.16,82.67,77.8,78.15,504
2022.380822,83.5,84.2,80.16,80.39,501
2022.378082,84.57,85.55,80.16,83.18,500
2022.375342,88.92,90,82.77,84.64,499
2022.372603,90.4,92.75,89.61,91.72,498
2022.369863,87.7,90.35,87.63,89.56,497
2022.361644,88.07,90.5,87.6,88.48,494
2022.358904,88.58,89.05,86.71,88.26,493
2022.356164,87.51,90.04,81.9,88.83,492
2022.353425,87,88.69,85.75,87.34,491
2022.350685,91.37,92.22,86.52,87.02,490
2022.342466,89.27,92.45,88.4,91.54,487
2022.339726,88.7,91.99,86.82,88.91,486
2022.336986,88.15,89.32,85.97,88.31,485
2022.334247,83.3,89.06,82.72,88.19,484
2022.331507,83.59,84.9,82.44,83.04,483
2022.323288,82.97,85.84,82.29,84.45,480
2022.320548,81.48,83.67,79.9,82.68,479
2022.317808,81.25,81.94,78.8,81.01,478
2022.315068,84.58,85.25,81.95,82.71,477
2022.312329,88.09,88.32,82.3,83.46,476
2022.30411,85.99,89.89,85.75,88.99,473
2022.30137,86.5,87.69,85.58,86.44,472
2022.29863,80.44,88.5,79.79,87.82,471
2022.29589,80.14,80.95,79.52,80.2,470
2022.282192,77.38,80.25,77.38,79.97,465
2022.279452,79.17,79.17,77.23,77.44,464
2022.276712,77.65,79.29,76.85,79.01,463
2022.273973,79.75,80.16,77.55,77.95,462
2022.265753,79.63,80.98,79.51,80.09,459
2022.263014,77.17,80.4,76.34,79.94,458
2022.260274,78.01,79.56,76.71,77.18,457
2022.257534,78.76,78.94,77.44,78.05,456
2022.254795,78.22,79.4,77.14,78.5,455
2022.246575,77,79.88,76.34,78.49,452
2022.243836,78.51,80.5,75.35,76.48,451
2022.241096,81.05,81.62,76.8,78.31,450
2022.238356,80.9,81.99,80.17,81.7,449
2022.235616,78.7,81.99,77.87,80.81,448
2022.227397,78.26,79.06,77.23,78.6,445
2022.224658,76.62,79.24,75.9,78.24,444
2022.221918,80.9,81.3,75.85,76.6,443
2022.219178,79.05,81.4,78.61,80.67,442
2022.216438,78.72,79.74,77.52,78.39,441
2022.208219,80,80,78.32,78.89,438
2022.205479,79.18,80.19,76.32,79.89,437
2022.20274,77.51,79.11,75.25,78.16,436
2022.2,77,79.15,75.01,77.43,435
2022.19726,76,81.5,75.81,78.28,434
2022.189041,75.93,78,73.71,76.76,431
2022.186301,72.53,76.68,69.52,76.41,430
2022.183562,68.02,74.67,67.22,73.18,429
2022.180822,57.4,69.29,56.5,68.51,428
2022.178082,64.29,64.29,56.82,58.3,427
2022.169863,66,68.74,64.3,65.1,424
2022.167123,68.7,69.49,63.49,67.35,423
2022.164384,70.55,70.96,55,68.49,422
2022.161644,82.6,84.43,66,68.85,421
2022.158904,85.94,86,80.12,82.21,420
2022.150685,88.24,89.7,87.06,88.14,417
2022.147945,95,95,86.15,87.03,416
2022.145205,89.79,95.56,89.54,95.07,415
2022.142466,89.9,90.28,88.1,89.77,414
2022.139726,89.07,90.95,88.02,89.68,413
2022.131507,86.16,89.66,86.16,89.47,410
2022.128767,89.84,90.45,85.8,86.44,409
2022.126027,90.29,91.21,87.77,89.86,408
2022.123288,91.48,92.75,90.31,91.14,407
2022.120548,93.7,94,89.9,91.76,406
2022.112329,90.5,93.38,88.5,92.87,403
2022.109589,91.45,93.42,89.25,90.78,402
2022.106849,96.29,97.6,90.26,90.79,401
2022.10411,97,98.49,95.25,96.93,400
2022.10137,96.62,96.8,93.7,96.7,399
2022.093151,94.89,97.5,94.44,96.45,396
2022.090411,94.25,94.94,93.1,94.81,395
2022.087671,90,94.62,89.6,94.21,394
2022.084932,89.74,89.94,87.16,89.52,393
2022.082192,89.37,89.95,88.1,89.24,392
2022.073973,89.4,90.63,88.88,89.22,389
2022.071233,87.9,89.95,87.9,89.76,388
2022.068493,87.37,90,86.63,88.66,387
2022.065753,84.3,88.1,83.61,87.45,386
2022.063014,84.4,86.45,83.02,84.02,385
2022.054795,85.21,85.65,83.28,84.47,382
2022.052055,81.34,85.97,80.53,85.59,381
2022.049315,82.8,82.8,80.8,82.09,380
2022.046575,80.4,82.97,79,82.67,379
2022.043836,82.7,82.75,79.88,80.58,378
2022.035616,82.05,83.75,81.5,82.08,375
2022.032877,80.2,81.43,77.55,80.56,374
2022.030137,82.7,83.24,79.15,80.01,373
2022.027397,81.4,84.45,80.12,81.3,372
2022.024658,86.12,87,79.8,80.09,371
2022.016438,86.8,87.61,85.21,85.42,368
2022.013699,87.47,87.8,85.33,86.74,367
2022.010959,85.9,88.55,85.27,87.58,366
2022.008219,83.95,86.8,83.81,84.91,365
2022.005479,79.8,84.4,79.8,84.01,364
2021.99726,79.98,81.25,79.55,80.65,361
2021.994521,80.5,80.65,79.25,80.16,360
2021.991781,79.13,80.87,78.11,80.36,359
2021.989041,76.8,79.69,76.21,79.29,358
2021.986301,75.87,77.13,75.04,76.92,357
2021.978082,74.7,76.87,74.51,76.31,354
2021.975342,77.5,77.75,74.25,74.46,353
2021.972603,80.07,80.17,75.45,76.83,352
2021.969863,80.52,82.85,78.09,80.94,351
2021.967123,72.91,81.01,72.91,79.38,350
2021.958904,84.25,84.5,72.58,73.28,347
2021.956164,80.87,85.23,80.35,84.77,346
2021.953425,79.85,81.56,79.41,80.5,345
2021.950685,81.9,83.25,78.25,79.48,344
2021.947945,84.31,86.76,81.63,82.12,343
2021.939726,80.32,83.89,79.8,83.73,340
2021.936986,89.24,90.2,79.71,80.2,339
2021.934247,85.2,90.75,85.07,88.88,338
2021.931507,82.5,85.5,82,84.91,337
2021.928767,78.23,81.8,78.23,81.25,336
2021.920548,79.97,80.42,78,78.25,333
2021.917808,76.36,79.98,76.1,79.86,332
2021.915068,75.67,78.43,75.23,76.81,331
2021.912329,73.8,75.48,73.12,75.37,330
2021.909589,73.52,75.76,73.52,74.21,329
2021.90137,74.06,74.24,70.37,72.78,326
2021.89863,73.02,75.05,72.11,74.46,325
2021.89589,69.52,73.18,68.93,72.91,324
2021.893151,69.7,70.64,68.75,69.17,323
2021.890411,69.89,71.21,69.25,69.91,322
2021.882192,69.2,69.88,68.61,69.36,319
2021.879452,67.31,69.27,66.26,69.1,318
2021.876712,67.8,68.45,66.75,67.16,317
2021.873973,66.5,67.89,66.17,67.55,316
2021.871233,63.55,66.97,63.55,65.93,315
2021.863014,63.77,64.49,63.1,63.27,312
2021.860274,63.09,63.92,62.07,63.7,311
2021.857534,60.14,63.28,59.81,63.16,310
2021.854795,60.48,61.4,59.89,60.41,309
2021.852055,59.84,61.12,59.8,60.63,308
2021.843836,59.7,61.23,59.29,59.39,305
2021.841096,59.58,61.45,58.92,59.86,304
2021.838356,59.43,60.37,59.08,59.82,303
2021.835616,56.9,59.7,56.9,59.46,302
2021.832877,59,60.45,56.65,56.94,301
2021.824658,58.71,59.55,58.11,58.71,298
2021.821918,59.5,59.65,57.92,58.57,297
2021.819178,59.61,60.16,58.84,59.9,296
2021.816438,59.1,60.2,58.74,59.81,295
2021.813699,58.8,59.77,58.55,58.99,294
2021.805479,58.04,60.2,57.9,58.27,291
2021.80274,57.35,58.62,56.47,57.98,290
2021.8,54.75,58.13,54.61,57.78,289
2021.79726,57.75,58.35,54.01,54.55,288
2021.794521,58.75,59.68,57.24,58.56,287
2021.786301,61.59,61.96,58.25,59.44,284
2021.783562,59.09,61.8,59.09,61.44,283
2021.780822,59.4,60.24,58.25,59.07,282
2021.778082,59,59.5,58.49,58.93,281
2021.775342,58.07,60.25,58.05,59.15,280
2021.767123,59.9,60.78,57.86,58.33,277
2021.764384,59.9,60.74,57.75,60.37,276
2021.761644,65.05,65.05,58.89,59.12,275
2021.758904,63.65,65.4,63.62,64.72,274
2021.756164,62.98,64.49,62.31,63.4,273
2021.747945,61.85,63.84,61.1,62.04,270
2021.745205,62.9,62.92,60.3,61.74,269
2021.742466,62.5,63.2,61.34,62.88,268
2021.739726,65.26,65.77,61.63,61.92,267
2021.736986,64.1,65.06,63.6,64.37,266
2021.728767,60.74,64.16,59.92,62.94,263
2021.726027,60.5,61.16,59.13,60.54,262
2021.723288,60.36,60.75,59.81,60.6,261
2021.720548,60.63,61.4,59.85,60.16,260
2021.717808,59.1,61.05,58.5,60.68,259
2021.709589,59.35,60.2,59.02,59.48,256
2021.706849,59.29,60.84,58.31,59.31,255
2021.70411,59.64,61.44,58.74,59.86,254
2021.70137,61.5,61.98,59.28,59.85,253
2021.69863,61,62.69,60.86,61.07,252
2021.690411,63.13,63.15,60.6,60.92,249
2021.687671,62.75,63.12,61.88,62.75,248
2021.684932,62.3,63.35,61.94,62.45,247
2021.682192,62.55,62.88,61.61,61.99,246
2021.679452,61.4,63.19,61.4,62.31,245
2021.671233,61.32,62.45,61.12,61.32,242
2021.668493,60.35,61.75,59.55,61.52,241
2021.665753,60.6,61.9,59.6,60.12,240
2021.663014,60.95,60.95,59.9,60.76,239
2021.660274,60,61.01,59.87,60.76,238
2021.652055,57.03,59.95,56.87,59,235
2021.649315,56.33,57.6,55.64,56.86,234
2021.646575,56.78,57.12,55.81,56.54,233
2021.643836,55.54,56.86,55.27,56.64,232
2021.641096,54.14,56.39,54.14,55.34,231
2021.632877,53.9,54.88,53.45,54.38,228
2021.630137,56.44,57.1,52.51,53.5,227
2021.627397,57.33,58.08,55.34,57.13,226
2021.624658,58.19,58.25,56.98,57.23,225
2021.621918,55.25,58.25,55,58.16,224
2021.613699,56.32,56.41,55.15,55.38,221
2021.610959,58.07,58.18,55.9,56.26,220
2021.608219,57.25,58.2,55.95,57.78,219
2021.605479,56.83,57.6,56.59,57.41,218
2021.60274,56.9,57.42,55.88,56.62,217
2021.594521,56.1,56.97,56.1,56.66,214
2021.591781,55.45,56.2,54.63,55.98,213
2021.589041,54.5,55.63,54.15,55.46,212
2021.586301,54.42,55.17,54,54.19,211
2021.583562,53.19,55.21,53.08,54.43,210
2021.575342,53.96,54,52.8,53.33,207
2021.572603,54.14,54.35,53.02,54.05,206
2021.569863,53.11,54.28,52.92,53.84,205
2021.567123,53.25,53.78,52.79,52.91,204
2021.564384,50.98,53.36,50.56,53.2,203
2021.556164,50.14,50.97,49.99,50.89,200
2021.553425,52.05,52.29,50.05,50.79,199
2021.550685,51.17,52.3,50.89,52.14,198
2021.547945,52.42,52.58,50.5,51.21,197
2021.545205,52.69,53.97,51.97,52.41,196
2021.536986,52.88,53.65,52.29,52.89,193
2021.534247,52.48,53.57,51.88,52.97,192
2021.531507,53.09,55.46,51.64,53.37,191
2021.528767,51.83,53.3,51.25,52.85,190
2021.526027,54.23,54.25,51.5,51.71,189
2021.517808,52.68,54.45,52.59,54.26,186
2021.515068,52.7,53.25,50.87,52.35,185
2021.512329,53.5,54.99,52.39,52.62,184
2021.509589,58.02,58.31,52.2,54.02,183
2021.506849,57.53,58.4,57.41,57.87,182
2021.49863,57.89,58.41,57,57.35,179
2021.49589,56.6,58.64,56.58,57.65,178
2021.493151,55.4,56.68,55.22,56.37,177
2021.490411,55.6,56.2,55.1,55.64,176
2021.487671,55.25,55.94,54.58,55.5,175
2021.479452,55.19,55.82,54.86,55.05,172
2021.476712,54.65,55.35,54.28,55.09,171
2021.473973,53.6,54.85,53.5,54.67,170
2021.471233,52.57,53.49,52.24,53.41,169
2021.468493,51.78,52.99,51.61,52.42,168
2021.460274,51.31,52.09,51.2,51.9,165
2021.457534,51.09,51.4,50.35,50.91,164
2021.454795,51.4,52.42,50.75,51.34,163
2021.452055,52.63,52.65,51.05,51.4,162
2021.449315,52.9,53.99,52.37,52.9,161
2021.441096,52.8,53.85,52.38,52.67,158
2021.438356,53.25,53.97,52.64,53.78,157
2021.435616,52.47,54.19,52.35,53.51,156
2021.432877,51.78,52.63,51.54,52.17,155
2021.430137,49.39,52,49.3,51.47,154
2021.421918,50.72,51.5,49.26,49.97,151
2021.419178,51.64,52.66,50.13,50.24,150
2021.416438,52,52.25,50.83,51.4,149
2021.413699,51.9,53.3,51.7,52.41,148
2021.410959,51.63,52.03,51.25,51.7,147
2021.40274,51.6,52.4,50.22,51.03,144
2021.4,53,53.64,50.95,51.84,143
2021.39726,53.3,54.7,52.61,53.67,142
2021.394521,52.9,53.8,52.23,53.32,141
2021.391781,51.69,52.9,50.65,52.77,140
2021.383562,52.1,53.64,50.9,51.75,137
2021.380822,49.75,52.81,49.6,52.7,136
2021.378082,52.25,53.01,48.61,49.68,135
2021.375342,55.84,56.5,52.41,53.07,134
2021.372603,56.65,56.74,55.3,56.34,133
2021.364384,54.65,56.9,54.57,56.65,130
2021.361644,55.17,55.17,53.21,54.49,129
2021.358904,53.15,55.47,53.05,55.32,128
2021.356164,52.1,53.45,51.37,53.04,127
2021.353425,50.9,52.77,50.9,52.22,126
2021.345205,49.94,51.1,49.41,50.45,123
2021.342466,49.58,50.48,49.19,49.94,122
2021.339726,48.77,49.5,48.55,49.45,121
2021.336986,49.6,50.05,48.4,48.61,120
2021.334247,48.95,49.9,48.86,49.42,119
2021.326027,47.88,49.41,47.65,48.84,116
2021.323288,47.87,48.18,47.12,48.02,115
2021.320548,47.31,48.4,47.28,47.79,114
2021.317808,47.4,47.89,46.35,47.3,113
2021.315068,47.15,47.73,46.88,47.2,112
2021.306849,46.95,47.29,46.1,46.95,109
2021.30411,46.3,47.36,46.15,47.09,108
2021.30137,45,46.5,44.78,45.91,107
2021.29863,44.15,45.19,43.89,44.89,106
2021.29589,44.38,44.95,43.85,44.35,105
2021.287671,44.4,44.9,44.3,44.42,102
2021.284932,43.78,44.55,43.78,44.16,101
2021.282192,43.94,44.18,43.45,43.82,100
2021.279452,44.58,44.69,43.72,43.85,99
2021.276712,43.56,44.62,43.53,44.48,98
2021.268493,43.57,43.8,43.16,43.64,95
2021.265753,43.86,44.05,43.32,43.48,94
2021.263014,44.35,44.35,43.54,43.86,93
2021.260274,42.65,44.35,42.65,44.24,92
2021.257534,42.47,42.47,42.47,42.47,91
2021.246575,42.5,42.88,42.1,42.47,87
2021.243836,42.13,42.78,41.95,42.55,86
2021.241096,41.99,42.51,41.45,42.05,85
2021.238356,41.59,42.31,40.8,41.85,84
2021.230137,40.49,41.85,40.18,41.73,81
2021.227397,41.5,41.69,39.63,40.35,80
2021.224658,41.5,41.69,40.73,41.6,79
2021.221918,42.72,42.85,41.32,41.43,78
2021.219178,41.8,43,41.69,42.84,77
2021.210959,41.87,42.32,41.2,41.97,74
2021.208219,43,43.77,42.2,42.4,73
2021.205479,42,43.07,41.65,42.99,72
2021.20274,42.43,42.64,41.53,41.6,71
2021.2,42.85,43.36,42.06,42.39,70
2021.191781,41.8,42.9,41.5,42.85,67
2021.189041,41.69,42.67,41.02,41.93,66
2021.186301,40.83,41.85,40.5,41.54,65
2021.183562,39.13,40.83,39.01,40.65,64
2021.180822,39.2,39.44,38.31,39.13,63
2021.172603,38.17,39.12,37.75,39.02,60
2021.169863,37.54,38.43,36.65,38.16,59
2021.167123,38.39,38.45,37.11,37.47,58
2021.164384,36.97,38.45,36.83,38.35,57
2021.161644,37.44,38.21,37.05,37.13,56
2021.153425,37.85,38.1,37.22,37.28,53
2021.150685,39.51,39.68,38.13,38.26,52
2021.147945,38.5,39.36,38.2,39.15,51
2021.145205,37.97,38.75,37.41,38.67,50
2021.142466,37.4,38.15,36.5,37.96,49
2021.134247,38.27,38.69,37.35,37.4,46
2021.131507,38.18,38.86,37.75,38.32,45
2021.128767,38.9,39.42,38.04,38.09,44
2021.126027,39.54,40.53,38.75,38.86,43
2021.123288,40.19,40.64,39.43,39.52,42
2021.115068,37.69,40.25,37.06,40.02,39
2021.112329,39.23,40.12,38.3,38.76,38
2021.109589,38.2,39.72,37.56,39.33,37
2021.106849,38.1,38.73,37.55,38.26,36
2021.10411,39.2,39.8,38.46,38.61,35
2021.09589,37.4,38.73,37.2,38.2,32
2021.093151,37.55,38.25,36.57,37.27,31
2021.090411,35.05,37.85,34.78,37.43,30
2021.087671,33.01,35.2,33,34.97,29
2021.084932,32.95,33.4,32.56,32.85,28
2021.076712,33.95,33.95,32.91,32.95,25
2021.073973,33.56,33.97,32.89,33.95,24
2021.071233,33.34,33.45,32.22,33.28,23
2021.068493,33.05,33.6,32.81,33.35,22
2021.065753,34.5,34.69,33.08,33.16,21
2021.057534,34.25,34.29,33.54,34.24,18
2021.054795,32.95,34.2,32.56,34.11,17
2021.052055,33.33,33.7,32.68,32.91,16
2021.049315,31.71,33.12,31.71,33.09,15
2021.046575,31.62,32.32,31.29,31.62,14
2021.038356,33.49,33.49,31.62,31.74,11
2021.035616,33.49,33.92,32.76,33.53,10
2021.032877,34.57,34.66,33.07,33.65,9
2021.030137,34.35,35.42,34.08,34.66,8
2021.027397,35.16,35.2,34.15,34.53,7
2021.019178,35,35.2,34.29,34.92,4
2021.016438,33.82,34.86,33.82,34.76,3
2021.013699,33.14,33.71,32.83,33.63,2
2021.010959,33.75,33.75,32.75,32.96,1
2021.008219,32.7,34.25,32.7,33.69,0
